	SRR1	SRR2	SRR3	SRR4	SRR5	SRR6	SRR7	SRR8
ENSG0000009651	339	283	370	274	275	292	263	249
ENSG0000009652	175	141	133	119	138	163	149	163
ENSG0000009653	69	75	75	85	62	66	82	72
ENSG0000009654	596	531	452	555	505	538	526	516
ENSG0000009655	90	95	124	110	87	105	80	105
ENSG0000009656	365	374	409	430	424	389	392	405
ENSG0000009657	133	170	166	142	110	160	149	145
ENSG0000009658	9	1	3	5	6	0	2	3
ENSG0000009659	358	424	433	418	389	382	452	406
ENSG0000009660	87	48	65	62	64	55	60	76
ENSG0000009661	52	59	45	51	45	72	70	56
ENSG0000009662	107	60	78	72	81	89	90	83
ENSG0000009663	35	44	31	51	48	36	24	32
ENSG0000009664	68	72	74	67	93	64	55	49
ENSG0000009665	22	23	24	19	22	14	21	23
ENSG0000009666	379	409	373	385	391	387	394	354
ENSG0000009667	35	48	46	45	31	62	35	48
ENSG0000009668	33	42	37	32	29	29	24	33
ENSG0000009669	14	12	15	23	7	11	12	19
ENSG0000009670	92	81	74	93	73	76	94	96
ENSG0000009671	73	74	67	77	72	78	73	63
ENSG0000009672	93	95	85	100	96	102	99	83
ENSG0000009673	16	8	5	19	12	10	9	13
ENSG0000009674	6	1	4	6	4	5	4	5
ENSG0000009675	143	131	129	151	136	118	158	133
ENSG0000009676	475	460	469	517	493	510	484	501
ENSG0000009677	16	8	4	6	2	13	17	3
ENSG0000009678	581	556	547	591	590	609	554	564
ENSG0000009679	89	92	64	88	71	79	91	103
ENSG0000009680	54	70	49	52	65	55	50	48
ENSG0000009681	30	27	21	24	34	29	23	43
ENSG0000009682	7	4	4	4	3	2	7	7
ENSG0000009683	268	254	245	244	220	307	246	239
ENSG0000009684	8	14	22	7	9	17	17	12
ENSG0000009685	16	21	20	10	21	16	17	8
ENSG0000009686	259	243	254	249	261	230	246	242
ENSG0000009687	0	1	1	3	1	6	0	2
ENSG0000009688	8	4	2	9	5	3	6	7
ENSG0000009689	52	61	54	47	53	61	34	49
ENSG0000009690	90	79	94	98	85	81	82	106
ENSG0000009691	135	123	109	120	123	127	111	105
ENSG0000009692	32	26	42	17	41	36	24	27
ENSG0000009693	2469	2457	2454	2460	2528	2413	2424	2421
ENSG0000009694	27	46	28	38	51	31	31	34
ENSG0000009695	35	39	60	33	46	40	45	37
ENSG0000009696	19	9	21	23	15	19	11	15
ENSG0000009697	68	72	56	75	72	68	67	66
ENSG0000009698	111	134	165	139	140	147	138	121
ENSG0000009699	289	325	332	295	331	371	339	348
ENSG0000009700	6	8	4	7	2	15	16	4
ENSG0000009701	37	51	41	27	31	46	42	60
ENSG0000009702	91	100	98	113	108	147	88	82
ENSG0000009703	118	131	120	144	114	118	132	134
ENSG0000009704	59	40	41	54	55	54	60	77
ENSG0000009705	135	109	150	161	112	132	105	126
ENSG0000009706	15	20	24	17	14	13	20	11
ENSG0000009707	607	560	615	518	547	538	556	532
ENSG0000009708	225	225	282	284	217	258	221	247
ENSG0000009709	12	2	3	13	17	14	6	8
ENSG0000009710	15	9	12	20	11	12	17	14
ENSG0000009711	7	5	16	18	14	2	11	15
ENSG0000009712	139	134	159	179	144	162	137	150
ENSG0000009713	6	2	7	11	13	9	8	3
ENSG0000009714	31	35	20	38	28	42	37	22
ENSG0000009715	126	137	111	88	123	115	107	123
ENSG0000009716	54	55	48	42	41	44	37	45
ENSG0000009717	88	65	80	57	83	76	75	77
ENSG0000009718	6	12	9	8	7	6	11	8
ENSG0000009719	135	147	103	127	130	114	120	127
ENSG0000009720	13	15	20	16	22	16	22	19
ENSG0000009721	29	22	32	25	31	23	44	34
ENSG0000009722	71	75	90	79	91	90	79	89
ENSG0000009723	45	67	63	62	60	39	62	71
ENSG0000009724	64	33	57	62	46	45	52	64
ENSG0000009725	29	20	32	14	14	17	8	27
ENSG0000009726	30	35	36	43	21	35	54	39
ENSG0000009727	46	48	72	56	46	52	46	47
ENSG0000009728	8	13	11	8	5	9	17	7
ENSG0000009729	31	23	18	28	27	20	18	20
ENSG0000009730	96	88	102	119	98	89	88	113
ENSG0000009731	11	13	11	12	2	12	6	7
ENSG0000009732	300	313	318	321	268	331	287	326
ENSG0000009733	385	386	313	330	333	410	323	369
ENSG0000009734	4	12	9	12	12	9	2	7
ENSG0000009735	451	455	408	396	412	423	451	403
ENSG0000009736	35	49	38	40	34	55	49	48
ENSG0000009737	111	95	89	95	120	110	132	110
ENSG0000009738	45	29	27	17	23	34	29	37
ENSG0000009739	174	197	248	217	213	214	257	198
ENSG0000009740	112	88	125	107	113	121	103	99
ENSG0000009741	19	5	18	27	7	15	13	14
ENSG0000009742	6	5	7	5	5	9	5	6
ENSG0000009743	5	7	6	2	2	8	3	9
ENSG0000009744	89	72	78	80	76	78	69	53
ENSG0000009745	162	138	111	149	137	141	139	128
ENSG0000009746	147	152	138	165	131	123	169	131
ENSG0000009747	57	50	65	46	47	44	46	39
ENSG0000009748	4	10	11	11	8	10	14	6
ENSG0000009749	8	26	17	15	25	20	23	20
ENSG0000009750	296	293	292	312	294	258	296	336
ENSG0000009751	25	34	44	13	41	17	36	37
ENSG0000009752	51	48	86	70	87	80	61	49
ENSG0000009753	5	9	12	6	7	4	12	17
ENSG0000009754	94	88	109	79	78	86	89	89
ENSG0000009755	26	17	26	35	8	36	18	28
ENSG0000009756	281	272	251	245	288	308	240	262
ENSG0000009757	174	178	169	170	151	181	148	137
ENSG0000009758	31	24	28	19	17	35	17	48
ENSG0000009759	49	37	39	44	52	45	51	49
ENSG0000009760	25	23	18	22	28	12	9	28
ENSG0000009761	2	3	7	2	10	0	4	8
ENSG0000009762	13	21	20	25	26	28	11	9
ENSG0000009763	62	72	71	67	53	73	80	73
ENSG0000009764	70	104	75	71	95	84	71	80
ENSG0000009765	74	70	76	71	58	77	72	76
ENSG0000009766	35	37	42	46	26	34	49	39
ENSG0000009767	239	211	201	218	219	233	209	228
ENSG0000009768	53	36	81	51	67	58	47	36
ENSG0000009769	166	164	158	169	175	173	154	144
ENSG0000009770	3	2	5	3	3	3	4	0
ENSG0000009771	0	0	2	0	0	0	1	0
ENSG0000009772	89	71	92	55	76	99	97	68
ENSG0000009773	5	6	7	6	3	9	2	13
ENSG0000009774	42	35	32	37	47	38	46	32
ENSG0000009775	30	22	30	27	47	37	27	37
ENSG0000009776	573	581	605	596	571	592	575	628
ENSG0000009777	100	91	86	96	114	115	87	106
ENSG0000009778	62	90	76	75	78	80	74	69
ENSG0000009779	207	226	241	187	176	224	168	200
ENSG0000009780	101	109	86	95	93	96	93	110
ENSG0000009781	34	19	31	22	29	17	29	29
ENSG0000009782	282	318	298	280	292	250	234	293
ENSG0000009783	15	4	11	3	7	4	4	8
ENSG0000009784	129	61	105	104	97	85	82	89
ENSG0000009785	3	3	3	9	3	5	3	8
ENSG0000009786	62	68	73	97	59	58	100	75
ENSG0000009787	77	65	68	60	85	66	71	54
ENSG0000009788	662	702	615	607	623	599	656	717
ENSG0000009789	1	2	6	4	7	3	7	4
ENSG0000009790	32	24	16	24	17	24	24	24
ENSG0000009791	208	167	163	186	237	173	170	187
ENSG0000009792	98	105	80	75	94	76	111	85
ENSG0000009793	54	71	75	75	50	68	64	85
ENSG0000009794	4	13	9	8	12	2	20	9
ENSG0000009795	12	22	16	41	12	25	15	19
ENSG0000009796	318	363	389	366	324	363	428	339
ENSG0000009797	63	47	52	43	51	57	62	65
ENSG0000009798	98	90	97	96	85	95	124	96
ENSG0000009799	49	41	46	39	36	35	55	55
ENSG0000009800	6	4	12	11	5	3	9	6
ENSG0000009801	241	221	216	195	210	237	176	183
ENSG0000009802	94	123	122	113	134	97	129	98
ENSG0000009803	1820	1697	1747	1695	1740	1858	1726	1802
ENSG0000009804	18	21	13	10	13	13	15	7
ENSG0000009805	183	205	177	187	166	207	210	181
ENSG0000009806	1	8	10	9	6	12	8	7
ENSG0000009807	59	73	59	63	75	57	55	62
ENSG0000009808	237	244	272	252	199	208	278	231
ENSG0000009809	1	2	7	0	4	3	3	1
ENSG0000009810	26	26	41	37	57	26	40	54
ENSG0000009811	23	13	30	19	22	28	26	22
ENSG0000009812	29	13	21	29	20	23	19	16
ENSG0000009813	101	98	108	114	87	106	97	99
ENSG0000009814	290	302	283	289	304	301	298	311
ENSG0000009815	40	53	65	40	56	41	43	38
ENSG0000009816	76	71	64	79	90	71	82	69
ENSG0000009817	49	53	61	72	59	69	79	70
ENSG0000009818	50	50	51	79	41	66	62	55
ENSG0000009819	12	17	14	12	16	10	7	19
ENSG0000009820	283	327	336	314	270	286	299	303
ENSG0000009821	92	90	90	84	100	85	88	94
ENSG0000009822	83	98	88	80	105	104	103	114
ENSG0000009823	20	21	18	18	21	7	23	13
ENSG0000009824	23	31	18	30	41	24	21	27
ENSG0000009825	48	50	53	34	51	34	47	42
ENSG0000009826	5	3	10	3	10	5	6	8
ENSG0000009827	4	4	1	3	4	3	3	1
ENSG0000009828	23	20	16	19	23	21	16	21
ENSG0000009829	103	70	91	110	127	130	110	102
ENSG0000009830	16	27	28	12	12	25	15	21
ENSG0000009831	17	15	16	17	14	15	4	12
ENSG0000009832	24	23	22	13	11	7	20	7
ENSG0000009833	29	29	24	30	39	10	24	17
ENSG0000009834	31	42	42	32	44	31	34	26
ENSG0000009835	1401	1424	1385	1306	1460	1442	1477	1437
ENSG0000009836	314	265	269	240	241	279	247	291
ENSG0000009837	231	259	226	258	270	214	231	270
ENSG0000009838	295	299	303	288	314	323	317	315
ENSG0000009839	10	26	11	17	4	16	16	13
ENSG0000009840	4	3	7	7	15	6	4	8
ENSG0000009841	9	12	10	11	14	19	2	14
ENSG0000009842	433	425	366	381	396	441	412	399
ENSG0000009843	19	23	19	22	23	21	24	26
ENSG0000009844	8	12	8	7	5	22	16	7
ENSG0000009845	22	40	53	30	46	23	47	39
ENSG0000009846	31	28	40	46	43	47	36	40
ENSG0000009847	68	89	76	69	91	80	108	102
ENSG0000009848	96	117	73	83	82	69	79	84
ENSG0000009849	16	12	16	19	11	13	14	22
ENSG0000009850	153	136	121	168	134	130	169	156
ENSG0000009851	26	28	9	24	27	22	21	17
ENSG0000009852	53	41	54	32	52	46	50	36
ENSG0000009853	141	143	128	167	117	168	160	148
ENSG0000009854	11	22	21	12	15	37	9	12
ENSG0000009855	15	29	27	21	34	27	25	21
ENSG0000009856	140	144	115	126	186	137	133	120
ENSG0000009857	17	16	10	13	13	20	15	17
ENSG0000009858	30	29	25	36	26	24	19	43
ENSG0000009859	135	160	160	105	121	103	125	120
ENSG0000009860	1236	1192	1203	1183	1265	1193	1082	1165
ENSG0000009861	125	161	137	145	125	114	124	141
ENSG0000009862	115	104	103	117	109	131	124	109
ENSG0000009863	152	108	117	111	99	97	117	139
ENSG0000009864	6	10	4	11	5	9	8	10
ENSG0000009865	78	66	70	87	81	45	99	74
ENSG0000009866	56	68	80	64	54	44	48	48
ENSG0000009867	75	82	80	87	86	89	68	64
ENSG0000009868	47	70	69	50	71	94	38	76
ENSG0000009869	81	102	89	110	68	99	79	120
ENSG0000009870	52	21	28	17	33	30	28	40
ENSG0000009871	64	70	59	64	54	50	43	61
ENSG0000009872	3	9	11	10	9	9	8	18
ENSG0000009873	36	58	27	31	30	36	44	32
ENSG0000009874	424	436	414	441	503	433	406	480
ENSG0000009875	107	68	90	73	116	65	108	70
ENSG0000009876	60	55	67	36	41	41	54	37
ENSG0000009877	982	929	925	938	951	897	895	903
ENSG0000009878	2	13	5	13	9	8	9	9
ENSG0000009879	10	6	6	13	11	10	19	6
ENSG0000009880	632	724	781	701	717	783	756	724
ENSG0000009881	59	50	46	61	57	60	84	46
ENSG0000009882	36	45	42	43	38	20	25	38
ENSG0000009883	8	6	4	8	5	23	9	4
ENSG0000009884	108	100	92	89	126	91	119	109
ENSG0000009885	113	121	115	147	116	122	119	109
ENSG0000009886	3	11	15	4	8	15	10	8
ENSG0000009887	31	41	49	52	48	40	41	51
ENSG0000009888	19	25	30	13	46	36	33	27
ENSG0000009889	72	64	66	87	92	60	72	78
ENSG0000009890	9	15	10	9	4	8	15	24
ENSG0000009891	402	389	417	347	341	380	378	373
ENSG0000009892	217	218	201	199	229	195	206	213
ENSG0000009893	30	34	27	24	34	24	36	31
ENSG0000009894	34	37	34	48	33	54	40	37
ENSG0000009895	45	62	29	41	43	39	48	49
ENSG0000009896	11	10	19	16	10	11	13	13
ENSG0000009897	24	27	29	27	34	23	22	43
ENSG0000009898	29	26	30	45	41	27	51	33
ENSG0000009899	602	602	524	614	526	576	659	630
ENSG0000009900	198	217	245	214	255	259	205	273
ENSG0000009901	223	230	227	197	215	189	214	216
ENSG0000009902	99	103	70	89	96	101	56	104
ENSG0000009903	2	19	1	9	8	6	15	6
ENSG0000009904	41	59	61	44	56	47	67	43
ENSG0000009905	207	286	252	226	247	231	239	227
ENSG0000009906	10	5	3	12	12	9	7	12
ENSG0000009907	126	125	135	151	183	115	143	146
ENSG0000009908	1764	1794	1750	1678	1759	1713	1753	1739
ENSG0000009909	286	265	279	254	253	261	252	258
ENSG0000009910	402	458	456	444	391	464	471	411
ENSG0000009911	52	96	67	70	87	91	71	66
ENSG0000009912	212	247	215	220	198	227	229	211
ENSG0000009913	14	9	22	7	8	14	19	19
ENSG0000009914	164	165	167	179	193	157	216	181
ENSG0000009915	138	117	134	130	139	144	137	142
ENSG0000009916	73	71	62	85	77	63	84	88
ENSG0000009917	405	378	422	411	382	362	411	389
ENSG0000009918	28	31	24	30	13	21	31	25
ENSG0000009919	43	36	47	32	36	27	27	47
ENSG0000009920	73	67	74	62	66	57	75	54
ENSG0000009921	17	12	9	16	20	20	11	12
ENSG0000009922	80	93	78	80	72	71	77	73
ENSG0000009923	3	3	2	8	4	5	5	1
ENSG0000009924	269	213	271	253	255	281	270	226
ENSG0000009925	33	76	58	62	66	54	60	51
ENSG0000009926	37	30	15	24	35	29	41	22
ENSG0000009927	20	5	11	23	15	13	22	19
ENSG0000009928	34	30	31	54	41	47	37	53
ENSG0000009929	155	167	161	147	143	139	151	177
ENSG0000009930	112	121	113	123	125	137	151	115
ENSG0000009931	14	16	21	20	17	21	23	16
ENSG0000009932	8	15	14	20	21	15	13	10
ENSG0000009933	137	154	143	155	139	139	127	162
ENSG0000009934	12	14	20	25	18	23	18	19
ENSG0000009935	59	69	66	66	66	49	83	69
ENSG0000009936	73	66	73	74	48	77	71	82
ENSG0000009937	83	73	85	60	65	95	95	95
ENSG0000009938	231	189	170	185	189	187	206	176
ENSG0000009939	5	8	7	5	9	10	1	10
ENSG0000009940	2	4	2	3	0	4	3	2
ENSG0000009941	25	21	25	25	18	28	18	23
ENSG0000009942	770	807	788	866	767	774	778	880
ENSG0000009943	984	1226	1209	1123	1216	1178	1119	1094
ENSG0000009944	776	856	915	834	856	875	843	822
ENSG0000009945	39	32	44	28	44	45	40	39
ENSG0000009946	3	6	1	5	3	3	4	3
ENSG0000009947	0	2	2	1	0	2	1	2
ENSG0000009948	34	23	27	20	22	26	33	23
ENSG0000009949	32	56	33	46	29	33	31	28
ENSG0000009950	363	400	419	406	360	427	402	409
ENSG0000009951	189	195	188	201	180	194	166	178
ENSG0000009952	111	88	85	67	77	90	79	62
ENSG0000009953	17	12	22	13	15	16	12	10
ENSG0000009954	13	11	8	7	7	10	16	17
ENSG0000009955	83	70	73	73	63	73	85	100
ENSG0000009956	162	179	152	159	164	163	156	161
ENSG0000009957	96	92	110	94	130	114	97	96
ENSG0000009958	18	11	19	6	9	11	15	13
ENSG0000009959	117	154	165	141	142	139	149	172
ENSG0000009960	102	117	99	116	106	85	116	89
ENSG0000009961	12	5	24	8	7	15	9	18
ENSG0000009962	13	15	13	17	19	20	16	10
ENSG0000009963	153	142	146	128	128	140	135	183
ENSG0000009964	29	32	46	31	52	28	42	46
ENSG0000009965	603	639	597	602	548	639	615	577
ENSG0000009966	92	98	151	127	108	101	145	115
ENSG0000009967	16	39	19	26	36	24	26	30
ENSG0000009968	61	56	68	55	56	55	74	54
ENSG0000009969	35	65	59	71	63	47	69	49
ENSG0000009970	18	16	12	22	13	15	5	15
ENSG0000009971	15	14	18	11	23	23	13	8
ENSG0000009972	159	176	161	164	182	136	135	146
ENSG0000009973	174	197	174	188	214	157	195	179
ENSG0000009974	149	151	134	129	150	152	151	97
ENSG0000009975	570	525	490	497	509	503	546	517
ENSG0000009976	18	17	18	27	35	40	23	19
ENSG0000009977	643	679	653	706	711	626	646	744
ENSG0000009978	14	15	16	16	20	10	20	11
ENSG0000009979	7	8	10	13	10	20	12	10
ENSG0000009980	5	3	1	6	1	2	2	3
ENSG0000009981	26	16	29	23	22	34	33	32
ENSG0000009982	18	16	18	35	39	33	38	25
ENSG0000009983	156	115	134	114	137	136	129	116
ENSG0000009984	67	81	80	79	70	72	82	96
ENSG0000009985	10	9	12	10	7	10	8	18
ENSG0000009986	30	32	28	31	27	41	29	36
ENSG0000009987	30	43	35	28	22	33	28	43
ENSG0000009988	1	11	3	2	3	2	5	2
ENSG0000009989	5	12	13	14	8	6	5	17
ENSG0000009990	18	17	16	20	14	11	23	22
ENSG0000009991	457	476	483	477	559	526	483	422
ENSG0000009992	69	55	63	72	69	68	64	68
ENSG0000009993	127	145	126	142	167	116	148	149
ENSG0000009994	10	1	5	9	4	5	5	14
ENSG0000009995	278	333	341	331	325	327	369	295
ENSG0000009996	390	403	349	403	406	377	372	424
ENSG0000009997	1	3	2	2	2	1	1	5
ENSG0000009998	19	19	16	27	13	26	15	14
ENSG0000009999	105	126	116	112	111	112	114	131
ENSG0000010000	137	143	151	143	145	146	142	156
ENSG0000010001	15	20	24	20	17	24	27	10
ENSG0000010002	31	26	30	49	39	33	21	43
ENSG0000010003	15	26	16	24	19	25	22	25
ENSG0000010004	53	63	65	55	61	85	51	61
ENSG0000010005	351	343	366	301	321	317	285	339
ENSG0000010006	22	11	17	11	11	15	10	32
ENSG0000010007	215	273	217	209	259	230	221	248
ENSG0000010008	20	12	14	13	18	16	8	36
ENSG0000010009	12	11	17	17	20	11	25	21
ENSG0000010010	171	170	203	212	184	194	184	176
ENSG0000010011	215	259	225	219	178	226	197	220
ENSG0000010012	202	212	206	179	198	219	198	183
ENSG0000010013	3	11	13	4	12	10	7	4
ENSG0000010014	40	28	26	31	17	30	35	24
ENSG0000010015	194	200	189	176	189	165	179	186
ENSG0000010016	46	56	58	61	54	50	45	82
ENSG0000010017	16	14	6	12	4	21	20	5
ENSG0000010018	89	121	101	105	121	120	103	93
ENSG0000010019	20	16	28	26	22	22	19	23
ENSG0000010020	851	796	893	809	827	880	773	773
ENSG0000010021	566	604	609	567	550	522	534	536
ENSG0000010022	114	136	135	112	128	118	162	143
ENSG0000010023	452	428	408	385	400	392	415	429
ENSG0000010024	60	54	71	60	81	54	49	41
ENSG0000010025	167	163	167	200	174	171	175	131
ENSG0000010026	535	503	507	555	542	493	468	530
ENSG0000010027	82	63	92	100	89	84	72	78
ENSG0000010028	37	34	30	29	49	30	42	48
ENSG0000010029	2	5	12	1	5	2	2	2
ENSG0000010030	45	51	50	51	52	51	42	49
ENSG0000010031	186	173	217	229	217	196	182	192
ENSG0000010032	264	193	205	234	195	239	244	237
ENSG0000010033	116	124	107	105	114	133	151	116
ENSG0000010034	18	21	25	20	18	19	17	20
ENSG0000010035	1	6	7	0	4	12	1	4
ENSG0000010036	23	19	15	36	34	12	22	28
ENSG0000010037	29	53	21	28	26	35	32	32
ENSG0000010038	42	36	26	21	41	32	38	25
ENSG0000010039	115	187	135	98	128	172	129	131
ENSG0000010040	1127	1034	1124	1077	1152	1130	1097	1070
ENSG0000010041	69	52	54	47	66	59	47	59
ENSG0000010042	32	29	31	31	47	31	41	31
ENSG0000010043	29	30	42	39	25	36	28	23
ENSG0000010044	41	101	70	57	70	76	48	55
ENSG0000010045	14	19	22	17	15	19	18	7
ENSG0000010046	76	86	59	92	49	74	59	61
ENSG0000010047	110	131	87	96	79	115	125	99
ENSG0000010048	56	91	58	57	60	65	71	77
ENSG0000010049	93	101	105	86	114	91	109	99
ENSG0000010050	111	77	113	139	97	102	92	106
ENSG0000010051	7	3	1	2	4	0	1	4
ENSG0000010052	135	133	150	121	134	164	140	142
ENSG0000010053	18	17	14	16	21	20	28	18
ENSG0000010054	9	10	6	18	23	10	14	18
ENSG0000010055	8	7	12	11	14	8	16	9
ENSG0000010056	107	103	100	138	95	86	104	110
ENSG0000010057	34	35	39	47	49	32	36	52
ENSG0000010058	1	6	1	1	8	5	5	1
ENSG0000010059	132	110	110	122	111	98	106	101
ENSG0000010060	13	13	7	9	6	3	4	3
ENSG0000010061	82	57	58	68	79	68	72	69
ENSG0000010062	76	67	57	102	83	52	93	79
ENSG0000010063	233	204	219	192	240	222	202	201
ENSG0000010064	725	807	763	778	802	779	709	782
ENSG0000010065	5	4	12	4	4	10	5	8
ENSG0000010066	52	53	37	68	53	62	57	28
ENSG0000010067	33	25	34	28	34	38	35	33
ENSG0000010068	106	111	108	104	119	104	112	75
ENSG0000010069	84	76	84	78	59	82	72	74
ENSG0000010070	29	28	39	31	32	29	43	15
ENSG0000010071	35	39	43	42	16	21	24	23
ENSG0000010072	21	14	13	9	22	9	10	8
ENSG0000010073	262	262	193	235	216	251	199	237
ENSG0000010074	123	129	83	100	100	100	105	115
ENSG0000010075	197	247	254	198	224	211	211	212
ENSG0000010076	44	55	22	37	34	36	36	35
ENSG0000010077	20	24	22	20	24	24	18	18
ENSG0000010078	19	11	15	4	19	6	8	8
ENSG0000010079	113	104	109	98	101	96	100	112
ENSG0000010080	8	10	19	10	7	6	14	16
ENSG0000010081	954	858	933	866	897	815	792	797
ENSG0000010082	7	7	10	7	7	7	7	12
ENSG0000010083	75	92	87	73	83	83	81	93
ENSG0000010084	626	607	602	647	548	582	592	605
ENSG0000010085	115	132	147	137	142	145	142	117
ENSG0000010086	72	51	79	50	86	58	96	75
ENSG0000010087	22	15	18	11	6	9	10	17
ENSG0000010088	4	4	4	9	4	2	4	2
ENSG0000010089	202	169	167	151	205	192	181	161
ENSG0000010090	554	557	543	484	472	486	505	489
ENSG0000010091	21	27	23	25	34	21	32	25
ENSG0000010092	8	5	5	3	7	6	16	18
ENSG0000010093	1	1	2	1	0	1	0	1
ENSG0000010094	12	17	8	24	21	9	10	10
ENSG0000010095	32	43	44	55	25	64	53	63
ENSG0000010096	555	627	680	568	606	601	628	564
ENSG0000010097	156	155	159	151	170	148	169	143
ENSG0000010098	112	64	93	106	79	85	65	82
ENSG0000010099	24	18	15	32	33	17	63	33
ENSG0000010100	26	24	30	12	29	34	19	18
ENSG0000010101	457	480	490	411	449	431	455	432
ENSG0000010102	77	61	77	81	80	37	93	68
ENSG0000010103	2	2	1	4	3	0	1	5
ENSG0000010104	18	11	19	30	30	13	22	21
ENSG0000010105	14	18	9	16	11	15	20	12
ENSG0000010106	15	27	20	23	14	33	35	25
ENSG0000010107	121	123	118	123	131	102	169	116
ENSG0000010108	56	51	35	27	42	57	39	48
ENSG0000010109	45	47	55	66	52	40	60	35
ENSG0000010110	355	423	361	367	405	423	383	422
ENSG0000010111	17	16	12	23	34	17	16	22
ENSG0000010112	907	881	904	904	857	924	929	934
ENSG0000010113	16	27	15	17	26	23	20	23
ENSG0000010114	67	46	55	78	65	57	41	77
ENSG0000010115	37	37	36	33	50	22	43	27
ENSG0000010116	78	78	64	57	54	69	79	73
ENSG0000010117	118	99	121	138	115	98	100	127
ENSG0000010118	114	104	123	104	117	95	109	126
ENSG0000010119	24	19	19	9	13	10	14	20
ENSG0000010120	7	8	6	4	5	9	4	16
ENSG0000010121	2442	2239	2360	2358	2291	2372	2466	2362
ENSG0000010122	24	20	23	32	35	29	15	31
ENSG0000010123	153	174	154	151	149	178	143	162
ENSG0000010124	6	8	6	3	6	10	14	8
ENSG0000010125	45	49	44	40	23	48	34	22
ENSG0000010126	40	53	55	54	44	31	45	47
ENSG0000010127	104	121	134	122	96	105	106	102
ENSG0000010128	1	2	0	1	0	1	0	0
ENSG0000010129	69	47	69	64	84	70	73	73
ENSG0000010130	3	15	17	12	10	11	8	4
ENSG0000010131	68	87	74	100	96	105	76	73
ENSG0000010132	8	15	22	14	19	9	9	3
ENSG0000010133	21	6	22	26	18	10	14	19
ENSG0000010134	29	40	36	34	50	31	40	37
ENSG0000010135	8	12	10	8	11	13	11	10
ENSG0000010136	30	27	8	26	37	23	21	32
ENSG0000010137	14	6	17	6	14	9	11	2
ENSG0000010138	1	6	13	8	2	13	6	3
ENSG0000010139	228	246	241	268	263	241	258	272
ENSG0000010140	7	1	12	7	6	3	16	9
ENSG0000010141	36	43	30	42	40	36	34	50
ENSG0000010142	168	165	158	168	189	146	194	154
ENSG0000010143	25	10	33	41	21	18	19	31
ENSG0000010144	10	20	11	28	6	16	13	9
ENSG0000010145	74	80	82	77	77	87	80	95
ENSG0000010146	272	286	277	286	259	285	246	272
ENSG0000010147	21	8	12	9	6	14	10	15
ENSG0000010148	54	64	48	51	64	45	39	60
ENSG0000010149	6	2	0	6	5	5	1	4
ENSG0000010150	33	28	22	27	42	31	34	29
ENSG0000010151	58	65	46	46	64	51	51	55
ENSG0000010152	6	15	11	18	7	18	19	24
ENSG0000010153	33	25	29	26	18	33	21	36
ENSG0000010154	3	10	4	12	8	10	7	12
ENSG0000010155	67	60	66	59	67	60	57	48
ENSG0000010156	291	279	259	271	222	263	281	299
ENSG0000010157	21	7	11	14	10	20	16	22
ENSG0000010158	29	13	22	20	24	29	29	31
ENSG0000010159	140	117	165	125	135	126	106	141
ENSG0000010160	364	341	336	327	328	367	346	329
ENSG0000010161	10	5	5	4	8	6	5	9
ENSG0000010162	48	36	19	35	48	41	27	41
ENSG0000010163	59	92	110	89	87	98	76	93
ENSG0000010164	53	48	48	45	37	45	56	56
ENSG0000010165	1	3	1	6	0	2	1	0
ENSG0000010166	80	123	114	114	115	130	97	98
ENSG0000010167	475	558	492	508	550	541	538	538
ENSG0000010168	61	57	56	57	60	70	66	80
ENSG0000010169	7	8	2	9	6	14	10	6
ENSG0000010170	24	21	26	19	17	27	33	20
ENSG0000010171	735	777	826	721	720	750	779	773
ENSG0000010172	223	202	209	232	188	192	210	218
ENSG0000010173	129	155	121	134	135	163	131	155
ENSG0000010174	84	95	94	83	60	96	76	72
ENSG0000010175	15	36	23	21	22	19	26	31
ENSG0000010176	45	40	25	38	36	43	41	45
ENSG0000010177	35	53	45	32	42	50	32	52
ENSG0000010178	114	123	159	143	119	141	129	124
ENSG0000010179	572	556	526	496	536	564	527	552
ENSG0000010180	278	289	281	297	307	285	254	232
ENSG0000010181	8	3	2	9	7	4	8	4
ENSG0000010182	59	69	77	59	72	98	68	68
ENSG0000010183	154	166	156	145	176	169	179	203
ENSG0000010184	93	131	137	166	140	156	163	123
ENSG0000010185	15	27	25	16	9	23	26	15
ENSG0000010186	4583	4242	4301	4382	4297	4407	4166	4097
ENSG0000010187	3	9	6	19	5	7	6	3
ENSG0000010188	27	15	4	10	11	10	7	13
ENSG0000010189	68	59	76	86	103	86	67	55
ENSG0000010190	1328	1309	1260	1419	1317	1358	1419	1296
ENSG0000010191	19	18	15	17	22	9	20	16
ENSG0000010192	36	41	34	43	43	40	39	32
ENSG0000010193	278	287	309	289	277	275	287	296
ENSG0000010194	49	55	42	61	53	63	52	61
ENSG0000010195	23	35	23	33	26	28	33	30
ENSG0000010196	153	119	154	128	111	153	129	109
ENSG0000010197	77	64	73	78	87	71	101	72
ENSG0000010198	240	262	248	251	251	247	239	286
ENSG0000010199	411	417	359	411	315	378	390	398
ENSG0000010200	90	112	107	99	109	90	112	82
